freq_Hz,S21_mag_model,S21_mag_em,S21_ang_deg_model,S21_ang_deg_em,S11_mag_model,S11_mag_em
7.880312e+10,0.94510824,0.94284992,-40.706576,-40.790910,0.29857883,0.27083307
7.905250e+10,0.94480288,0.94258675,-40.836569,-40.929355,0.29954708,0.27171074
7.930188e+10,0.94449642,0.94232239,-40.966574,-41.067895,0.30051553,0.27258905
7.955125e+10,0.94418883,0.94205696,-41.096589,-41.206534,0.30148415,0.27346802
7.980062e+10,0.94388014,0.94179046,-41.226615,-41.345270,0.30245297,0.27434758
8.005000e+10,0.94357032,0.94152282,-41.356652,-41.484103,0.30342196,0.27522781
8.029938e+10,0.94325939,0.94125403,-41.486700,-41.623035,0.30439113,0.27610870
8.054875e+10,0.94294734,0.94098417,-41.616758,-41.762063,0.30536048,0.27699015
8.079812e+10,0.94263416,0.94071310,-41.746827,-41.901189,0.30633000,0.27787226
8.104750e+10,0.94231987,0.94044099,-41.876907,-42.040413,0.30729970,0.27875507
8.129688e+10,0.94200445,0.94016775,-42.006997,-42.179734,0.30826958,0.27963848
8.154625e+10,0.94168791,0.93989341,-42.137097,-42.319151,0.30923962,0.28052249
8.179562e+10,0.94137025,0.93961788,-42.267208,-42.458665,0.31020984,0.28140722
8.204500e+10,0.94105145,0.93934121,-42.397329,-42.598280,0.31118022,0.28229250
8.229438e+10,0.94073153,0.93906343,-42.527460,-42.737990,0.31215077,0.28317846
8.254375e+10,0.94041048,0.93878452,-42.657602,-42.877798,0.31312148,0.28406509
8.279312e+10,0.94008830,0.93850438,-42.787753,-43.017703,0.31409235,0.28495232
8.304250e+10,0.93976499,0.93822315,-42.917915,-43.157706,0.31506338,0.28584025
8.329188e+10,0.93944054,0.93794081,-43.048086,-43.297803,0.31603457,0.28672874
8.354125e+10,0.93911496,0.93765725,-43.178268,-43.438001,0.31700592,0.28761792
8.379062e+10,0.93878825,0.93737254,-43.308459,-43.578291,0.31797743,0.28850774
8.404000e+10,0.93846040,0.93708664,-43.438660,-43.718685,0.31894908,0.28939817
8.428938e+10,0.93813141,0.93679959,-43.568870,-43.859171,0.31992089,0.29028928
8.453875e+10,0.93780128,0.93651136,-43.699090,-43.999751,0.32089284,0.29118106
8.478812e+10,0.93747002,0.93622199,-43.829320,-44.140433,0.32186494,0.29207337
8.503750e+10,0.93713761,0.93593139,-43.959559,-44.281207,0.32283719,0.29296638
8.528688e+10,0.93680406,0.93563962,-44.089807,-44.422082,0.32380958,0.29386011
8.553625e+10,0.93646937,0.93534673,-44.220065,-44.563052,0.32478211,0.29475441
8.578562e+10,0.93613353,0.93505263,-44.350332,-44.704122,0.32575478,0.29564932
8.603500e+10,0.93579655,0.93475735,-44.480608,-44.845284,0.32672758,0.29654490
8.628438e+10,0.93545842,0.93446081,-44.610893,-44.986546,0.32770052,0.29744118
8.653375e+10,0.93511915,0.93416316,-44.741188,-45.127899,0.32867359,0.29833809
8.678312e+10,0.93477873,0.93386420,-44.871491,-45.269351,0.32964680,0.29923556
8.703250e+10,0.93443715,0.93356411,-45.001802,-45.410900,0.33062013,0.30013377
8.728188e+10,0.93409443,0.93326287,-45.132123,-45.552546,0.33159358,0.30103256
8.753125e+10,0.93375056,0.93296038,-45.262452,-45.694285,0.33256716,0.30193206
8.778062e+10,0.93340553,0.93265664,-45.392790,-45.836125,0.33354087,0.30283212
8.803000e+10,0.93305935,0.93235167,-45.523136,-45.978059,0.33451469,0.30373289
8.827938e+10,0.93271201,0.93204559,-45.653491,-46.120089,0.33548863,0.30463436
8.852875e+10,0.93236352,0.93173826,-45.783854,-46.262216,0.33646268,0.30553638
8.877812e+10,0.93201388,0.93142965,-45.914225,-46.404438,0.33743685,0.30643909
8.902750e+10,0.93166307,0.93111987,-46.044605,-46.546756,0.33841113,0.30734245
8.927688e+10,0.93131111,0.93080888,-46.174992,-46.689168,0.33938552,0.30824648
8.952625e+10,0.93095799,0.93049667,-46.305387,-46.831683,0.34036001,0.30915114
8.977562e+10,0.93060370,0.93018317,-46.435791,-46.974289,0.34133461,0.31005650
9.002500e+10,0.93024826,0.92986841,-46.566202,-47.116991,0.34230931,0.31096247
9.027438e+10,0.92989166,0.92955246,-46.696621,-47.259791,0.34328411,0.31186917
9.052375e+10,0.92953389,0.92923537,-46.827047,-47.402688,0.34425900,0.31277641
9.077312e+10,0.92917496,0.92891695,-46.957481,-47.545679,0.34523399,0.31368442
9.102250e+10,0.92881486,0.92859721,-47.087922,-47.688767,0.34620907,0.31459300
9.127188e+10,0.92845360,0.92827629,-47.218371,-47.831951,0.34718424,0.31550228
9.152125e+10,0.92809117,0.92795413,-47.348827,-47.975230,0.34815950,0.31641223
9.177062e+10,0.92772758,0.92763078,-47.479290,-48.118609,0.34913484,0.31732286
9.202000e+10,0.92736281,0.92730600,-47.609760,-48.262082,0.35011027,0.31823414
9.226938e+10,0.92699688,0.92698012,-47.740237,-48.405654,0.35108578,0.31914614
9.251875e+10,0.92662978,0.92665287,-47.870721,-48.549319,0.35206136,0.32005870
9.276812e+10,0.92626151,0.92632446,-48.001211,-48.693081,0.35303702,0.32097204
9.301750e+10,0.92589206,0.92599469,-48.131709,-48.836940,0.35401275,0.32188599
9.326688e+10,0.92552145,0.92566365,-48.262212,-48.980899,0.35498855,0.32280068
9.351625e+10,0.92514966,0.92533137,-48.392723,-49.124949,0.35596442,0.32371597
9.376562e+10,0.92477670,0.92499776,-48.523239,-49.269100,0.35694035,0.32463199
9.401500e+10,0.92440257,0.92466293,-48.653762,-49.413344,0.35791635,0.32554871
9.426438e+10,0.92402726,0.92432677,-48.784291,-49.557691,0.35889240,0.32646602
9.451375e+10,0.92365077,0.92398934,-48.914826,-49.702132,0.35986852,0.32738409
9.476312e+10,0.92327311,0.92365065,-49.045367,-49.846674,0.36084468,0.32830285
9.501250e+10,0.92289427,0.92331061,-49.175914,-49.991309,0.36182090,0.32922221
9.526188e+10,0.92251426,0.92296932,-49.306466,-50.136041,0.36279717,0.33014233
9.551125e+10,0.92213306,0.92262663,-49.437025,-50.280872,0.36377349,0.33106311
9.576062e+10,0.92175069,0.92228276,-49.567588,-50.425799,0.36474985,0.33198462
9.601000e+10,0.92136714,0.92193750,-49.698157,-50.570829,0.36572625,0.33290677
9.625938e+10,0.92098241,0.92159092,-49.828731,-50.715950,0.36670269,0.33382964
9.650875e+10,0.92059649,0.92124303,-49.959311,-50.861173,0.36767916,0.33475321
9.675812e+10,0.92020940,0.92089390,-50.089896,-51.006494,0.36865567,0.33567750
9.700750e+10,0.91982112,0.92054332,-50.220485,-51.151912,0.36963221,0.33660246
9.725688e+10,0.91943166,0.92019150,-50.351079,-51.297432,0.37060878,0.33752805
9.750625e+10,0.91904102,0.91983831,-50.481679,-51.443048,0.37158537,0.33845432
9.775562e+10,0.91864920,0.91948382,-50.612282,-51.588764,0.37256198,0.33938141
9.800500e+10,0.91825619,0.91912788,-50.742890,-51.734576,0.37353862,0.34030910
9.825438e+10,0.91786200,0.91877072,-50.873503,-51.880488,0.37451527,0.34123754
9.850375e+10,0.91746662,0.91841221,-51.004120,-52.026503,0.37549193,0.34216663
9.875312e+10,0.91707005,0.91805232,-51.134741,-52.172612,0.37646860,0.34309639
9.900250e+10,0.91667230,0.91769106,-51.265366,-52.318819,0.37744529,0.34402693
9.925188e+10,0.91627337,0.91732847,-51.395995,-52.465134,0.37842197,0.34495808
9.950125e+10,0.91587325,0.91696450,-51.526628,-52.611541,0.37939866,0.34588993
9.975062e+10,0.91547194,0.91659918,-51.657264,-52.758050,0.38037535,0.34682251
1.000000e+11,0.91506944,0.91623251,-51.787904,-52.904663,0.38135204,0.34775573
